Song,entity_text,entity_label,Year,Lyrics
Kiddio,Kiss,PERSON,1960.0,"don't let me down Kiss me baby, tell me so If you love me, let me know A won'tcha say yes? don'tcha say no Make"
Mission Bell,Stronger,ORG,1960.0,My love is higher than a mission bell Deeper than wishin' well Stronger than
Mission Bell,mission bell Deeper,PERSON,1960.0,mission bell Deeper than wishin' well Stronger than a magic spell My love for you It's wider than the widest sea Longer than a memory
Mission Bell,Stronger,ORG,1960.0,mission bell Deeper than wishin' well Stronger than a magic spell My love for you It's wider than the widest sea Longer than a memory
Mission Bell,Brighter,PERSON,1960.0,"Your heavenly magic touch To cherish, have, and hold I need your love so much My love is warmer than a day in spring Brighter"
Mission Bell,Brighter,PERSON,1960.0,"To cherish, have, and hold I need your love so much My love is warmer than a day in spring Brighter than a diamond ring"
Mission Bell,Brighter,PERSON,1960.0,spring Brighter than a diamond ring Braver than a mighty king My love for you It's taller than the tallest tree Softer than a summer
Mission Bell,Braver,GPE,1960.0,spring Brighter than a diamond ring Braver than a mighty king My love for you It's taller than the tallest tree Softer than a summer
Mission Bell,Softer,FAC,1960.0,spring Brighter than a diamond ring Braver than a mighty king My love for you It's taller than the tallest tree Softer than a summer
I Love The Way You Love,Yay,PERSON,1960.0,"you stop loving me I know that I'll just die Because I love Yay, it makes me feel so fine And I love the way"
I Love The Way You Love,Yay,PERSON,1960.0,"Because I love Yay, it makes me feel so fine And I love the way you love Because I know you're mine, all mine Folks"
I Love The Way You Love,Folks,PRODUCT,1960.0,"it makes me feel so fine And I love the way you love Because I know you're mine, all mine Folks tell me now and"
I Love The Way You Love,Yay,PERSON,1960.0,"the people may say, I'm stickin' right here with you Because I love Yay, yay, I know And I love the way you love Because"
I Love The Way You Love,Yay,PERSON,1960.0,"here with you Because I love Yay, yay, I know And I love the way you love Because I know you're mine, all mine Folks"
I Love The Way You Love,Yay,PERSON,1960.0,"I love Yay, yay, I know And I love the way you love Because I know you're mine, all mine Folks tell me now and"
I Love The Way You Love,Folks,PRODUCT,1960.0,"I love Yay, yay, I know And I love the way you love Because I know you're mine, all mine Folks tell me now and"
I Love The Way You Love,Yay,PERSON,1960.0,"the people may say, I'm stickin' right here with you Because I love Yay, it makes me feel so fine And I love the way"
I Love The Way You Love,Yay,PERSON,1960.0,"Because I love Yay, it makes me feel so fine And I love the way you love Because I know you're mine, all mine One"
I Love The Way You Love,One,CARDINAL,1960.0,"Because I love Yay, it makes me feel so fine And I love the way you love Because I know you're mine, all mine One"
I Love The Way You Love,One,CARDINAL,1960.0,"it makes me feel so fine And I love the way you love Because I know you're mine, all mine One more time! I love"
I Love The Way You Love,One,CARDINAL,1960.0,"love Because I know you're mine, all mine One more time! I love The way you hold me, baby Yay, a yay, a yay I"
I Love The Way You Love,Yay,PERSON,1960.0,"love Because I know you're mine, all mine One more time! I love The way you hold me, baby Yay, a yay, a yay I"
I Love The Way You Love,Yay,PERSON,1960.0,"The way you hold me, baby Yay, a yay, a yay I love the way you love"
I Love The Way You Love,Yay,PERSON,1960.0,"me, baby Yay, a yay, a yay I love the way you love"
Tell Laura I Love Her,Tommy,PERSON,1960.0,on the phone So to her mother Tommy said Tell Laura I love her Tell Laura I need her Tell Laura I may be late
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,on the phone So to her mother Tommy said Tell Laura I love her Tell Laura I need her Tell Laura I may be late
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,wreck With his dying breath they heard him say Tell Laura I love her Tell Laura I need her Tell Laura not to cry My
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,wreck With his dying breath they heard him say Tell Laura I love her Tell Laura I need her Tell Laura not to cry My
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,her Tell Laura I need her Tell Laura not to cry My love for her will never die Now in the chapel where Laura prays
Tell Laura I Love Her,Laura,PERSON,1960.0,her Tell Laura I need her Tell Laura not to cry My love for her will never die Now in the chapel where Laura prays
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,Alone in the chapel she can hear him cry Tell Laura I love her Tell Laura I need her Tell Laura not to cry My
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,Alone in the chapel she can hear him cry Tell Laura I love her Tell Laura I need her Tell Laura not to cry My
Tell Laura I Love Her,Tell Laura,PERSON,1960.0,her Tell Laura I need her Tell Laura not to cry My love for her will never die
Mama,Sent,PERSON,1960.0,When you were here beside me Safe in the glow of your love Sent from the heavens above Nothing can ever replace The warmth of
My Home Town,every evening,TIME,1960.0,dawn And every evening when the sun goes down I'm with my love in my home town And so I sing
Wonderful World,French,NORP,1960.0,"much about the French I took But I do know that I love you And I know that if you love me, too What a"
Wonderful World,French,NORP,1960.0,"much about the French I took But I do know that I love you And I know that if you love me, too What a"
Wonderful World,ta ta ta ta,PERSON,1960.0,"ta ta ta ta ta ta but I do know that I love you And I know that if you love me, too What a"
Step By Step,Kiss,PERSON,1960.0,Step by step I fell in love with you And step by step it wasn't hard to do Kiss
Step By Step,ten,CARDINAL,1960.0,"we're up to ten My heart knew it was gonna end in love 1st step, a sweet hello 2nd step, my heart's aglow 3rd step,"
Step By Step,love 1st,DATE,1960.0,"we're up to ten My heart knew it was gonna end in love 1st step, a sweet hello 2nd step, my heart's aglow 3rd step,"
Step By Step,2nd,CARDINAL,1960.0,"we're up to ten My heart knew it was gonna end in love 1st step, a sweet hello 2nd step, my heart's aglow 3rd step,"
Step By Step,3rd,ORDINAL,1960.0,"we're up to ten My heart knew it was gonna end in love 1st step, a sweet hello 2nd step, my heart's aglow 3rd step,"
Step By Step,Step,ORG,1960.0,"by step, each thrill invited more Then you promised faithfully All your love belonged to me Now I know we'll always be in love Step,"
Step By Step,Step,ORG,1960.0,"your love belonged to me Now I know we'll always be in love Step, step. Step, step. Step, step. Step step"
Young Emotions,tomarrow,PERSON,1960.0,tomarrow dear undismayed For our love will keep us together And our love will help us to weather These young emotions For though we're brave
Young Emotions,tomarrow,PERSON,1960.0,tomarrow dear undismayed For our love will keep us together And our love will help us to weather These young emotions
Dreamin',Hopin,PERSON,1960.0,"Dreamin' I'm always dreamin' Dreamin' love will be mine Searchin' I'm always searchin' Hopin' someday I'll find Someone,"
Dreamin',Hopin,PERSON,1960.0,"mine Searchin' I'm always searchin' Hopin' someday I'll find Someone, someone to love me Someone to need me but until then Well I'll keep on"
Dreamin',Hopin,PERSON,1960.0,"ue ue ue ue ue ue ue... Dreamin' I'm always dreamin' Dreamin' love will be mine Searchin' I'm always searchin' Hopin' someday I'll find Someone,"
Dreamin',Hopin,PERSON,1960.0,"searchin' Hopin' someday I'll find Someone, someone to needs me Someone to love me but until then Well I'll keep on dreamin' Keep right on"
Poetry In Motion,nine,CARDINAL,1960.0,"to rearrange Poetry in motion, all that I adore No number nine love potion could make me love her more a A A A"
Poetry In Motion,nine,CARDINAL,1960.0,all that I adore No number nine love potion could make me love her more a A A A
Heartaches By The Number,the day,DATE,1960.0,"I love you more Yes, I've got heartaches by the number, a love that I can't win But the day that I stop counting, that's"
Heartaches By The Number,Heartaches,PERSON,1960.0,"I've got Heartaches by the number, troubles by the score Everyday you love me less, each day I love you more Yes, I've got heartaches"
Heartaches By The Number,the day,DATE,1960.0,"I love you more Yes, I've got heartaches by the number, a love that I can't win But the day that I stop counting, that's"
Heartaches By The Number,Heartaches,PERSON,1960.0,"I've got Heartaches by the number, troubles by the score Everyday you love me less, each day I love you more Yes, I've got heartaches"
Heartaches By The Number,the day,DATE,1960.0,"I love you more Yes, I've got heartaches by the number, a love that I can't win But the day that I stop counting, that's"
In My Little Corner Of The World,Tonight,TIME,1960.0,"a little dream In my little corner of the world Tonight, my love We'll share a sweet embrace We'll soon forget There's any other place"
My True Story,Sue,PERSON,1961.0,"blues away Her name was Sue, yes His name was Earl His love was Lorraine She's a wonderful girl But they must cry, cry, cry,"
My True Story,Earl,PERSON,1961.0,"blues away Her name was Sue, yes His name was Earl His love was Lorraine She's a wonderful girl But they must cry, cry, cry,"
My True Story,Lorraine She's,PERSON,1961.0,"blues away Her name was Sue, yes His name was Earl His love was Lorraine She's a wonderful girl But they must cry, cry, cry,"
My True Story,Love,WORK_OF_ART,1961.0,"a wonderful girl But they must cry, cry, cry, Their blues away Love will make you happy And love will make you cry Love will"
My True Story,Love,WORK_OF_ART,1961.0,"a wonderful girl But they must cry, cry, cry, Their blues away Love will make you happy And love will make you cry Love will"
My True Story,Love,WORK_OF_ART,1961.0,"cry, cry, cry, Their blues away Love will make you happy And love will make you cry Love will make the tears fall When your"
My True Story,Love,WORK_OF_ART,1961.0,"cry, cry, cry, Their blues away Love will make you happy And love will make you cry Love will make the tears fall When your"
My True Story,Love,WORK_OF_ART,1961.0,away Love will make you happy And love will make you cry Love will make the tears fall When your lover says goodbye And then
My True Story,Love,WORK_OF_ART,1961.0,away Love will make you happy And love will make you cry Love will make the tears fall When your lover says goodbye And then
Running Scared,feelin,GPE,1961.0,"back and wanted you Just runnin' scared, feelin' low Runnin' scared, you love him so Just runnin' scared, afraid to lose If he came back"
Running Scared,Runnin,ORG,1961.0,"back and wanted you Just runnin' scared, feelin' low Runnin' scared, you love him so Just runnin' scared, afraid to lose If he came back"
Dedicated To The One I Love,one,CARDINAL,1961.0,want it to be I can be satisfied just knowing that you love me There's one thing I want you to do especially for me
Will You Love Me Tomorrow,Tonight,TIME,1961.0,Tonight you're mine completely You give your love so sweetly Tonight the light of love is in your eyes But
Will You Love Me Tomorrow,Tonight,TIME,1961.0,Tonight you're mine completely You give your love so sweetly Tonight the light of love is in your eyes But
Will You Love Me Tomorrow,Tonight,TIME,1961.0,mine completely You give your love so sweetly Tonight the light of love is in your eyes But will you love me tomorrow? Is this
Will You Love Me Tomorrow,tomorrow,DATE,1961.0,mine completely You give your love so sweetly Tonight the light of love is in your eyes But will you love me tomorrow? Is this
